text1,label1,text2,label2
"Stock markets in Japan, China, Hong Kong and South Korea initially reflected relief after the Republicans finally capitulated in their failed attempt to undermine Obamas healthcare reforms.
",2,"Stock markets in Japan, China, Hong Kong and South Korea first showed relief after the Republicans finally capitulated in their failed attempt to undermine Obamas healthcare reforms.
",1
"Chinas official Xinhua News Agency had accused Washington of jeopardizing other countries dollar assets.
",2,"Chinas official Xinhua News Agency accused the US of jeopardizing other countries dollar assets.
",1
"It offers a temporary fix, funding the government until 15 January and raising the debt ceiling until 7 February.
",2,"It offers a temporary solution, funding the government until 15 January and raising the debt limit until 7 February.
",1
"But the president made clear he did not expect another bitter budget fight and shutdown in 2014.
",2,"But the president made clear that he did not expect another serious budget fight and shutdown in 2014.
",1
"In brief remarks at the White House shortly before the House vote, Obama said he hoped the deal would lift the cloud of uncertainty that had hung over the country in recent weeks.
",2,"At the White House, Obama said he hoped the deal would lift the cloud of uncertainty that had hung over the country in recent weeks.
",1
"However, the political deal was one of the worst of all possible outcomes for Republicans.
",2,"However, the political deal was one of the worst of all possible results for Republicans.
",1
"None of their stated goals was achieved and polls showed that voters overwhelmingly blamed them for the crisis. 
",2,"None of their goals was achieved and polls showed that voters blamed them for the crisis.     
",1
"More than a third of all women worldwide  35.6%  will experience physical or sexual violence in their lifetime, usually from a male partner, according to the first comprehensive study of its kind from the World Health Organization (WHO).
",2,"According to a report by the World Health Organization (WHO), 35.6% of all women around the world will experience physical or sexual violence in their lifetime, usually from a male partner.
",1
"It also finds that a large proportion of murders of women  38%  are carried out by intimate partners.
",2,"It also finds that a large proportion of murders of women  38%  are carried out by their partners.
",1
"Yet, wealthier nations are not necessarily always safer for women  a third of women in high-income countries (32.7%) will experience violence at some stage in their lives.
",2,"However, wealthier nations are not always safer for women  a third of women in high-income countries (32.7%) will experience violence at some stage in their lives.
",1
"Of the women who suffer violence, 42% sustain injuries, which can bring them to the attention of healthcare staff.
",2,"42% of the women who experience violence suffer injuries, which can bring them to the attention of healthcare staff.
",1
"That, says the report, is often the first opportunity for violence in the home to be detected and for the woman to be offered help.
",2,"That, says the report, is often the first opportunity for violence in the home to be discovered and for the woman to be offered help.
",1
"Violence has a profound effect on womens health.
",2,"Violence has a significant effect on womens health.
",1
"For the first time, we have compared data from all over the world on the magnitude of partner violence and sexual violence by non-partners and the impact of these sorts of violence on health, said Garcia-Moreno.
",2,"For the first time, we have compared data from all over the world on the extent of partner violence and sexual violence by non-partners and the impact of these sorts of violence on health, said Garcia-Moreno.
",1
"These included HIV and other sexually transmitted infections, depression, women turning to alcohol, unwanted pregnancies and low-birthweight babies.
",2,"These included HIV and other sexually transmitted infections, depression, alcoholism, unwanted pregnancies and lowbirthweight babies.
",1
"The authors say that their previous research shows that better-educated women are less likely to suffer violence, as are those who have jobs, although not in all regions.
",2,"The authors say that their previous research shows that better-educated women and working women are less likely to suffer violence, although not in all regions.
",1
"There is a need to tackle social norms, said Watts.
",2,"There is a need to question social norms, said Watts.
",1
"Over the past decade, there has been increasing recognition of the problem, she said, but one has to recognize that it is a complex problem.
",2,"Over the past ten years, there has been increasing recognition of the problem, she said, but we have to recognize that it is a complex problem.
",1
"The new WHO clinical and policy guidelines recommend training for healthcare staff in recognizing the signs of domestic violence and sexual assault, but they rule out general screening  there is not a case for asking every woman who arrives in a clinic whether she has been subjected to violence.
",2,"The new WHO clinical and policy guidelines recommend healthcare staff should be trained to recognize the signs of domestic violence and sexual assault, but they do not recommend general screening  that is, asking every woman who arrives in a clinic whether she has been subjected to violence.
",1
"But, if you see a woman coming back several times with undisclosed injuries, you should be asking about domestic violence, said Garcia-Moreno.
",2,"But, if you see a woman coming back several times with injuries she doesnt mention, you should ask about domestic violence, said Garcia-Moreno.
",1
"Years later, I was sometimes in a situation where I could tell there was something else going on in the woman I was interviewing, but didnt have any sense that domestic violence was the issue.
",2,"Years later, I was sometimes in a situation where I could tell there was something else wrong with the woman I was interviewing, but didnt know that domestic violence was the issue.
",1
"Now, I think I would handle the interview very differently. 
",2,"Now, I think I would do the interview very differently.   
",1
"But, on Tuesday 8th April, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he had lobbed it into the Baltic Sea.
",2,"But, on Tuesday April 8th, 2014, she described the extraordinary moment when she received a message in a bottle, 101 years after he had thrown it into the Baltic Sea.
",1
"Thought to be the worlds oldest message in a bottle, it was presented to Erdmann by the museum that is now exhibiting it in Germany.
",2,"The bottle is believed to be the worlds oldest message in a bottle and it was presented to Erdmann by the museum that is now exhibiting it in Germany.
",1
"It was very surprising, Erdmann, 62, said, recalling how she found out about the bottle.
",2,"It was very surprising, Erdmann, 62, said, describing how she found out about the bottle.
",1
"Her visitor was a genealogical researcher who had managed to track her down in Berlin after the letter was given to the International Maritime Museum in the northern port city of Hamburg.
",2,"Her visitor was a genealogical researcher who had managed to find her in Berlin after the letter was given to a museum in the northern port city of Hamburg.
",1
"The brown beer bottle, which had been in the water for 101 years, was found in the catch of Konrad Fischer, a fisherman, who had been out in the Baltic Sea off the northern city of Kiel.
",2,"The brown beer bottle, which had been in the water for 101 years, was found by a fisherman, who had been out in the Baltic Sea off the northern city of Kiel.
",1
"Holger von Neuhoff, curator for ocean and science at the museum, said this bottled message was the oldest he had come across.
",2,"Holger von Neuhoff, a curator at the museum, said this bottled message was the oldest he had come across.
",1
"Researchers believe Erdmanns grandfather, Richard Platz, threw the bottle in the sea while on a hike with a nature appreciation group in 1913.
",2,"Researchers believe Erdmanns grandfather, Richard Platz, threw the bottle in the sea while on a hike in 1913.
",1
"Like her grandfather, Erdmann said, she also liked culture and travelling around the world.
",2,"Erdmann said she also liked culture and travelling around the world, just like her grandfather.
",1
"Sleep deprivation used to be a badge of honour: a sign you were busy and important and very much in demand.
",2,"Sleep deprivation used to be a sign that you were busy and important and very much in demand.
",1
"Snoozing was losing and sleep was for wimps.
",2,"Sleep was for wimps.
",1
"For the more upmarket snoozer, luxury hotels are offering sleep retreats; more than $1,000 gets you dinner and a movie about sleep.
",2,"Luxury hotels are offering sleep retreats; more than $1,000 gets you dinner and a movie about sleep.
",1
"And, if youre staying home, you can upgrade your bedroom with everything from a mattress cover with a sensor that tracks your sleep ($249) to a brainwave-monitoring sleeping mask that lets you nap more efficiently ($299).
",2,"And, if youre staying home, you can upgrade your bedroom with everything from a mattress cover with a sensor that monitors your sleep ($249) to a sleeping mask that monitors your brainwaves and lets you nap more efficiently ($299).
",1
"A number of companies already have nap pods and Huffington predicts that nap rooms in offices are going to become as common as conference rooms in the next two years.
",2,"A number of companies already have sleeping areas and Huffington predicts that nap rooms in offices are going to become as common as conference rooms in the next two years.
",1
"How did sleep, something humans have done since long before Huffington awoke to it, suddenly become so fashionable?
",2,"How did sleep, something humans have done since long before Huffington, suddenly become so fashionable?
",1
"Our bodies have become input/output devices that we monitor and optimize for greater efficiency and sleep has become another data set to be tracked.
",2,"Our bodies have become machines that we monitor and optimize for greater efficiency and sleep has become another data set to be monitored.
",1
"Huffington calls them her A-Team; they do everything from running her errands to planning her travel to loading The Huffington Post on her computer in the morning.
",2,"They run her errands, plan her travel and load The Huffington Post on her computer in the morning.
",1
"Numerous studies show that youre more likely to sleep poorly if youre poor.
",2,"Numerous studies show that youre more likely to sleep badly if youre poor.
",1
"Want to know who gets the most sleep and the best quality of sleep in America?
",2,"Do you know who gets the most sleep and the best quality of sleep in America?
",1
"The very real sleep crisis we face isnt down to a few rich people thinking its a waste of time; its down to the 99% not being able to afford to spend time sleeping.
",2,"The very real sleep crisis isnt that a few rich people think its a waste of time; the problem is the 99% who cant afford to spend time sleeping.
",1
"The real prize is finding a way to negate sleep deprivation so humans can function on less sleep.
",2,"The real prize is finding a way to negate sleep deprivation so humans can work on less sleep.
",1
"In 2008, the Pentagon published a report called Human Performance which examined the possibility of a future in which soldiers could perform at their peak with only a couple of hours sleep.
",2,"It examined the possibility of a future in which soldiers could perform at their peak with only a couple of hours sleep.
",1
"This would lead to an approximately twofold decrease in the casualty rate.
",2,"This would lead to a twofold decrease in the casualty rate.
",1
"The Silicon Valley firm, already the worlds biggest company  with a stock market valuation of $591bn  has seen its brand value increase by 21% in 12 months, according to the closely followed Interbrand Best Global Brands annual report.
",2,"The brand value of the Silicon Valley firm, already the worlds biggest company, has increased by 21% in 12 months, according to the Interbrand Best Global Brands annual report.
",1
"Apple, which is recognized the world over by its simple Apple with a bite missing emblem, led a surge of technology companies in the 2014 report, which has pushed more traditionally valuable brands  such as Coca-Cola, McDonalds and Gillette  down the table.
",2,"Apple, which is recognized all over the world by its simple Apple with a bite missing logo, led an increase of technology companies in the 2014 report, which has pushed more traditionally valuable brands  such as Coca-Cola, McDonalds and Gillette  down the table.
",1
"Jez Frampton, chief executive of Interbrand, which is part of global advertising group Omnicom, said: Benefitting immensely from the rise of digital and, later, mobile technology, savvy brands like Apple grew stronger.
",2,"Jez Frampton, chief executive of Interbrand, said: Benefitting immensely from the rise of digital and mobile technology, savvy brands like Apple grew stronger.
",1
"A Chinese company has made it into the top 100 for the first time, with mobile-phone and broadband firm Huawei entering the rankings in 94th place with a brand value of $4.3bn.
",2,"A Chinese company has got into the top 100 for the first time, with mobile-phone and broadband firm Huawei entering the table in 94th place with a brand value of $4.3bn.
",1
"Most of the brands in the top 100 are US-owned, the highest-placed non-US brands being South Koreas Samsung (6th), Japans Toyota (8th) and Germanys Mercedes-Benz (10th).
",2,"The highest-placed non-US brands are South Koreas Samsung (6th), Japans Toyota (8th) and Germanys Mercedes-Benz (10th).
",1
"Customers expect seamless interactions, responsiveness, 24/7 accessibility, customization options and high levels of personalization, he said.
",2,"Customers expect interaction, responsiveness, 24/7 accessibility, customization options and high levels of personalization, he said.   
",1
"But, for the small but growing Muslim community of Iqaluit, Nunavut, life in the land of the midnight sun poses a real challenge during the month of Ramadan, during which Muslims typically fast from sunrise to sunset.
",2,"But, for the small but growing Muslim community of Iqaluit, Nunavut, life in the land of the midnight sun is a real challenge during the month of Ramadan, when Muslims typically fast from sunrise to sunset.
",1
"I havent fainted once, said 29-year-old Abdul Karim, one of the few in the city who has carefully timed his Ramadan fast to the Arctic sun since moving from Ottawa in 2011.
",2,"I havent fainted once, said 29-year-old Abdul Karim, one of the few in the area who has carefully timed his Ramadan fast to the Arctic sun since moving from Ottawa in 2011.
",1
"Most in Iqaluit adhere to the timetable followed by Muslims in Ottawa, some 1,300 miles south of the city  following the advice of Muslim scholars who have said Muslims in the far north should observe Ramadan using the timetable of Mecca or the nearest Muslim city.
",2,"Most Muslims in Iqaluit follow the timetable followed by Muslims in Ottawa, about 1,300 miles south  this follows the advice of Muslim scholars who have said Muslims in the far north should observe Ramadan using the timetable of Mecca or the nearest Muslim city.
",1
"It still means fasting for some 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto in 2015.
",2,"It still means fasting for around 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto.
",1
"In recent years, much of the community has opted to follow the Ramadan timetable of Edmonton, in Alberta.
",2,"In recent years, much of the community has chosen to follow the Ramadan timetable of Edmonton, in Alberta.
",1
"Some, such as Awan  a father of two young children, including a 12-yearold who recently started fasting  follow the timings of Mecca.
",2,"Some follow the timings of Mecca, for example Awan, a father of two young children, including a 12-year-old who recently started fasting.
",1
"If I fast Yellowknife or Edmonton times, my son might say, Papa, you are really insane.
",2,"If I fast Edmonton times, my son might say, Papa, you are really insane.
",1
"Faced with the impossibility of following the local movements of the sun, the 100 or so Muslims in Inuvik, a small town that sits 125 miles north of the Arctic Circle, have also been following Edmontons timetable.
",2,"For the 100 or so Muslims in Inuvik, a small town 125 miles north of the Arctic Circle, it is impossible to follow the local movements of the sun.
",1
"The adherence to Edmontons schedule was already in place in 2001 when he moved from Toronto to the small northern community of 3,500 people.
",2,"They were already following the Edmonton schedule in 2001 when he moved from Toronto to the small northern community of 3,500 people.
",1
"At times, it can be psychologically challenging to follow the clock rather than what is happening outside, Alkhalaf said.
",2,"At times, it can be difficult to follow the clock rather than what is happening outside, Alkhalaf said.
",1
"In Inuvik, where much of the population is Inuit, the Muslim community has sought to strike a balance between Ramadan and the local culture and traditions.
",2,"In Inuvik, where most of the population is Inuit, the Muslim community has tried to strike a balance between Ramadan and the local culture and traditions.
",1
"In Iqaluit, as the Muslim community prepares to mark the end of Ramadan, some reflect that 2016s timing  stretching across some of the longest days of the year  has made it one of the more challenging of recent years.
",2,"In Iqaluit, as the Muslim community prepares to mark the end of Ramadan, some reflect that 2016s timing  stretching across some of the longest days of the year  has made it one of the more difficult of recent years.
",1
"Its particularly true for those like Karim who have determinedly followed the local sunrise and sunset.
",2,"Its particularly true for those like Karim who have followed the local sunrise and sunset carefully.
",1
"But, his efforts will be rewarded years from now, said Karim, thanks to the lunar calendar.
",2,"But, his efforts will be rewarded in future years, said Karim, thanks to the lunar calendar.
",1
"When a course is open entry  MOOCs have no enrolment criteria and no fees to pay  then participants are going to behave very differently from students in a traditional higher education setting.
",2,"MOOCs have no enrolment criteria and no fees, so students behave very differently from students on traditional higher education courses.
",1
"Mining the data captured about how, why and when millions of participants opt to sign up, interact with their material, submit their assignments, message each other and drop out of the course may be one way of getting a return on the investment.
",2,"One way of making a return on the investment might be studying data about how, why and when millions of students sign up, interact with their material, submit their assignments, message each other and drop out of the course.
",1
"Students in developing countries hungry for access to first-world universities?
",2,"Students in developing countries who want access to first-world universities?
",1
"People lacking qualifications who want to use MOOCs as a bridge to higher education?
",2,"People without qualifications who want to use MOOCs as a bridge to higher education?
",1
"Or hobby learners, who are keen to learn about a subject area in which they have an interest?
",2,"Or hobby learners, who want to learn about a subject area in which they have an interest?
",1
"Learning online is a different thing, needs quite advanced learning skills, confirms David Kernohan, progamme manager for eLearning Innovation at Jisc, a charity that champions the use of digital technologies in UK education and research.
",2,"Learning online is a different thing and needs quite advanced learning skills, confirms David Kernohan, progamme manager for eLearning Innovation at a charity that promotes the use of digital technologies in UK education and research.
",1
"With MOOCs, theres very little support available: the student is dropped in and tends not to get any individual attention.
",2,"With MOOCs, theres very little support available: the student does not get any individual attention.
",1
"This is, instead, approximated by peer support such as online discussion forums.
",2,"Instead, they get peer support, such as online discussion forums.
",1
"While this may mean that online study is unattractive or difficult for someone without high-level qualifications, it does, he says, suggest that MOOCs could be a really good tool for continuing education.
",2,"Although this may mean that online study is unattractive or difficult for someone without high-level qualifications, it suggests, he says, that MOOCs could be a really good tool for continuing education.
",1
"Mike Sharples, chair of Educational Technology, doesnt buy into that cynicism.
",2,"Mike Sharples, chair of Educational Technology, doesnt agree with that cynicism.
",1
"He believes that recruiting international students onto university courses is only a secondary objective of running MOOCs  though they could certainly be a very canny marketing move, as he observes that if 20,000 people sign up to a MOOC  well, you only need 20 of those to enrol afterwards to run a masters.
",2,"He believes that enrolling international students onto university courses is only a secondary objective of MOOCs  but they could certainly be a very clever marketing idea, as he observes that if 20,000 people sign up to a MOOC  well, you only need 20 of those to enrol afterwards to run a masters.
",1
"The real challenge is to allow those countries not just to consume and study MOOCs, but also to create them. 
",2,"The real challenge is to allow those countries not just to study MOOCs, but also to create them.   
",1
"An international agreement to improve safety in Bangladeshs clothing factories is facing the threat of legal action as factory owners demand compensation for the cost of closures and repair work.
",2,"An international agreement to improve safety in Bangladeshs clothing factories could face legal action because factory owners are demanding compensation for the cost of closures and repair work.
",1
"With some repair programmes expected to take months, factory owners say they cannot shoulder the costs of paying staff while factories are closed, alongside the expense of some major works needed to ensure buildings are safe.
",2,"Some repair programmes are expected to take months and factory owners say they cannot pay staff while factories are closed, as well as paying for major works needed to ensure that buildings are safe.
",1
"The building overhauls are being carried out in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.
",2,"The building repairs are happening in the wake of the collapse of the Rana Plaza complex in the capital of Bangladesh, Dhaka, in 2013, in which 1,138 people were killed.
",1
"The factory owner said that the Accord agreement had pussyfooted around the issue of who paid for factory closures amid efforts to get as many brands as possible to sign up to a deal in the wake of the Rana Plaza disaster.
",2,"The factory owner said that the Accord agreement had pussyfooted around the issue of who paid for factory closures because they just wanted to get as many brands as possible to sign up to a deal in the wake of the Rana Plaza disaster.
",1
"He said there was no clear process in place to handle the costs involved.
",2,"He said there was no clear process in place to pay the costs involved.
",1
"While 12 factories have been identified so far by the Accord as needing significant work, Holdcroft said many of those only needed partial closure in order to reduce stress on the building so production could continue on other floors.
",2,"Twelve factories have been identified by the Accord as needing significant work so far, but Holdcroft said many of those only needed partial closure and production could continue on other floors.
",1
"The Accord also legally binds brands to ensure that workers are paid during factory closures.
",2,"The Accord also legally requires brands to ensure that workers are paid during factory closures.
",1
"She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary contribution.
",2,"She said the detail on who would make payments had been left open in order to ensure that all those factory owners who could afford to pay for repairs and compensation for workers made the necessary payments.
",1
"However, pressure on the Accord to contribute to the payment of displaced workers has ratcheted up after a rival factory-safety group backed by US retailers including Walmart and Gap, the Alliance for Bangladesh Worker Safety, set aside $5m to help pay factory workers for up to two months while work is carried out on the buildings it has identified as needing improvement.
",2,"However, pressure on the Accord to contribute to the payment of displaced workers has increased after a rival factory-safety group, backed by US retailers including Walmart and Gap, the Alliance for Bangladesh Worker Safety, set aside $5m to help pay factory workers for up to two months while buildings are improved.
",1
"Its corrugated iron walls are hung with educational charts  illustrated letters of the alphabet and a map of Bangladesh.
",2,"On its corrugated iron walls are educational charts  letters of the alphabet and a map of Bangladesh.
",1
"But, the constant sound of hammering and the chemicals in the air that catch in the back of the throat and irritate the eyes make it hard to concentrate.
",2,"But, it is hard to concentrate  there is the constant sound of hammering and chemicals in the air that stick in the back of the throat and irritate the eyes.
",1
"Once they are in primary school, the children can do homework at the centres, with help from their peers.
",2,"Once they are in primary school, the children get help with their homework at the centres.
",1
"The urban development centres aim to create an education-friendly environment in the communities and change their cultural mindset towards the children, says SOHAYs programme manager, Mohammed Abdullah al-Mamun.
",2,"The urban development centres aim to make the communities more positive about education and change their cultural mindset towards the children, says SOHAYs programme manager, Mohammed Abdullah al-Mamun.
",1
"SOHAY also runs sessions for parents and employers to discourage child labour and offers skills training to increase family income.
",2,"SOHAY also has sessions for parents and employers to discourage child labour and offers skills training to increase family income.
",1
"Getting working children into formal education is really very challenging, says Mamun.
",2,"Getting working children into formal education is really very difficult, says Mamun.
",1
"But, after being introduced to education at one of SOHAYs centres, she now goes to a state primary school.
",2,"But, after her introduction to education at one of SOHAYs centres, she now goes to a state primary school.
",1
"Her father works in a rickshaw garage and her mother is a domestic worker, but they were keen for their daughter to go to school.
",2,"Her father works in a rickshaw garage and her mother is a domestic worker, but they wanted their daughter to go to school.
",1
"In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 vulnerable children  those in danger of entering work  into school.
",2,"In 2015, SOHAY helped 1,540 children to leave hazardous work and 2,125 more children  those in danger of starting work  into school.
",1
"The Labour Law of Bangladesh 2006 bans children under the age of 14 from working but, according to the UN childrens agency, UNICEF, 4.7 million children under that age are employed in the informal sector and 1.3 million aged five to 17 work in hazardous industries.
",2,"The Labour Law of Bangladesh 2006 does not allow children under the age of 14 to work but, according to the UN childrens agency, UNICEF, 4.7 million children under that age are employed and 1.3 million aged five to 17 work in hazardous industries.
",1
"The organization talked to community members about why it was important to get children into school.
",2,"The organization talked to the community about why it was important for children to go to school.
",1
"They selected community volunteers who were motivated to change childrens lives and formed groups with social workers, community leaders, mothers, young volunteers and the local government.
",2,"They chose community volunteers who wanted to change childrens lives and formed groups with social workers, community leaders, mothers, young volunteers and the local government.
",1
"Children are just passing their time without education and waiting to become involved in hazardous work.
",2,"Children are just passing their time without education and waiting to do hazardous work.
",1
"On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a town hall meeting in London: Im here to ask you to reject the notion there are forces we cant control.
",2,"On the final day of his last visit to Britain as US president, Obama told 500 youth leaders at a meeting in London: Im here to ask you to reject the idea that there are forces we cant control.
",1
"When asked about his presidential legacy, Obama said he was proud of the healthcare reforms, which received huge cheers from the audience, and said of the US response to the 2008 financial crisis: Saving the world from great depression  that was quite good.
",2,"Obama said he was proud of his healthcare reforms, which received huge cheers from the audience, and said of the US response to the 2008 financial crisis: Saving the world from great depression  that was quite good.
",1
"Questioned on the controversial Transatlantic Trade and Investment Partnership (TTIP), he said: The answer to globalization is not to pull up the drawbridge and shut off, though it was crucial to pay attention to workers rights.
",2,"Questioned on the controversial Transatlantic Trade and Investment Partnership (TTIP), he said: The answer to globalization is not to pull up the drawbridge, though he said it is crucial to pay attention to workers rights.
",1
"Before Obama arrived, Tanya Williams, a community engagement officer, told the Guardian: I love Michelle but I like Obama and its exciting to have the chance to hear someone who has changed so much and galvanized so many people who didnt vote before.
",2,"Before Obama arrived, Tanya Williams, a community officer, told the Guardian: I love Michelle but I like Barack Obama and its exciting to have the chance to hear someone who has changed so much and encouraged so many people who didnt vote before to vote for the first time.
",1
"Obama ended the session by taking a question from a young Sikh Londoner, who asked about the issue of racial profiling at airports and being mistaken for a Muslim.
",2,"Obama ended the session by taking a question from a young Sikh Londoner, who asked about the problem of racial profiling at airports and being mistaken for a Muslim.
",1
"I visited a mosque a few months ago and said our greatest allies are American Muslims who are most integrated and economically well off, he said.
",2,"I visited a mosque a few months ago and said our greatest allies are American Muslims who are integrated, he said.
",1
"Furqan Naeem, a campaigner from Manchester, said: I recently visited the States through the US embassy on the community leaders programme and saw first hand some really important work the president did in celebrating Americas diversity and bringing communities together.
",2,"Furqan Naeem, a campaigner from Manchester, said: I recently visited the United States and I saw some really important work the president did  the work celebrated Americas diversity and brought communities together.
",1
"Kenny Imafidon, the managing director of the youth organization ClearView Research, said afterwards: It was a great opportunity and what will stick with me is what he said about meeting with people who have different politics from you and having to make compromises.
",2,"Kenny Imafidon, the managing director of a youth organization, said afterwards: What I will remember is what he said about meeting with people who have different politics from you and having to make compromises.
",1
"Asked if they talked about the presidents intervention in the debate on Britains membership of the EU, Corbyn said it was discussed briefly.
",2,"When he was asked if they talked about the debate on Britains membership of the EU, Corbyn said they discussed it briefly.
",1
"Obama ended the day at a dinner with the prime minister and the US ambassador, Matthew Barzun, at the ambassadors residence, before travelling on to Germany. 
",2,"Obama ended the day at a dinner with the British prime minister and the US ambassador, Matthew Barzun, before travelling to Germany.       
",1
"Armed with anonymous metadata on peoples calls and texts, but not the content of the communications, two scientists at Stanford University worked out individuals names, where they lived and the names of their partners.
",2,"With metadata on peoples calls and texts, but not the content of the communications, two scientists at Stanford University worked out peoples names, where they lived and the names of their partners.
",1
"Other data pointed to a new pregnancy and a person with multiple sclerosis.
",2,"Other data told them about a new pregnancy and a person with multiple sclerosis.
",1
"The results highlight the extraordinary power of telephone metadata  the number called, when and for how long  particularly when it is paired with public information available from services such as Google, Yelp and Facebook.
",2,"The results show the extraordinary power of telephone metadata  that is, the number called, when and for how long  particularly when you use it together with public information from services such as Google, Yelp and Facebook.
",1
"As Stewart Baker, the former general counsel at the US National Security Agency (NSA), put it in the aftermath of Edward Snowdens revelations: Metadata absolutely tells you everything about somebodys life.
",2,"Stewart Baker, the former general counsel at the US National Security Agency (NSA), said Metadata tells you everything about somebodys life.
",1
"Now, we have hard evidence we can point to that didnt exist in the past, he said.
",2,"Now, we have hard evidence we can point to that we didnt have in the past, he said.
",1
"For the study, the researchers signed up 823 people who agreed to have metadata collected from their phones through an Android app.
",2,"For the study, 823 people agreed to have metadata collected from their phones through an Android app.
",1
"Using a simple computer program to analyse peoples call patterns, they inferred who among the study volunteers was in a relationship.
",2,"Then, using a simple computer program to analyse peoples call patterns, the scientists could see who was in a relationship.
",1
"Pigeon skeletons lie among shattered mirrors and water streams through broken cornicing.
",2,"Pigeon skeletons lie among shattered mirrors and water streams through broken walls.
",1
"It is one of ten mansions in the middle of The Bishops Avenue  the heart of Londons spiralling property market  that have stood almost entirely vacant since they were bought a quarter of a century ago, it is believed on behalf of members of the Saudi Arabian royal family.
",2,"It is one of ten mansions in the middle of The Bishops Avenue that have stood almost completely vacant since they were bought a quarter of a century ago, it is believed for members of the Saudi Arabian royal family.
",1
"Nature has taken over to the extent that owls have moved in.
",2,"Nature has taken over and owls have moved in.
",1
"It is a desolate scene repeated up and down the supposedly prestigious avenue that Lloyds Bank has calculated is the second most expensive street in Britain.
",2,"It is a sad scene repeated up and down the avenue that Lloyds Bank has calculated is the second most expensive street in Britain.
",1
"While more and more people struggle to get on to Londons property ladder as house prices rise at 11.2% a year, 16 mansions on the most expensive stretch of The Bishops Avenue are sitting empty, many behind padlocked gates, with their windows shuttered with steel grilles and overgrown grounds patrolled by guard dogs.
",2,"While more and more people struggle to get on to Londons property ladder as house prices rise at 11.2% a year, 16 mansions on the most expensive part of The Bishops Avenue are empty, many behind locked gates, their overgrown grounds guarded by dogs.
",1
"Across the street stands another derelict mansion, worth 18m, with smashed windows and walls coated in anti-climb paint.
",2,"Across the street stands another derelict mansion, worth 18m, with smashed windows and walls painted with anti-climb paint.
",1
"The dereliction can be agonizing for people struggling to keep a roof above their heads in one of the worlds most expensive cities.
",2,"The sight of the derelict properties can be agonizing for people who are struggling to keep a roof above their heads in one of the worlds most expensive cities.
",1
"One security guard working on the avenue said it was exasperating to see so many tens of thousands of square feet of property  enough to house dozens of people  falling apart.
",2,"One security guard who works on the avenue said it was exasperating to see so many properties  enough to house dozens of people  falling apart.
",1
"Now, Chinese house hunters are following Russians and Kazakhs who have spent millions securing an address estate agents tell them is as world famous as the Champs Elyses and Rodeo Drive.
",2,"Now, Chinese house hunters are following Russians and Kazakhs who have spent millions to get an address that estate agents tell them is as world famous as the Champs Elyses and Rodeo Drive.
",1
"Inside one, water drips through a huge crystal chandelier onto a thick carpet rotting under sections of collapsed ceiling.
",2,"Inside one mansion, water drips through a huge crystal chandelier onto a thick carpet rotting under sections of collapsed ceiling.
",1
"Moss grows through shattered bricks and mirrored tiles are scattered across a bathroom.
",2,"Moss grows through shattered bricks and mirrored tiles are lying on a bathroom floor.
",1
"The swimming pool is filled with a foot of brackish water and has flowers growing through its tiles.
",2,"The swimming pool is filled with dirty water and has flowers growing through its tiles.
",1
"Unopened wooden crates marked bullet-proof glass reveal the security fears of the previous owners.
",2,"Unopened wooden boxes marked bullet-proof glass show the security fears of the previous owners.
",1
"Magdy Adib Ishak-Hannah, an Egyptian-born private healthcare mogul, whose personal wealth is 45m, said he was in the minority of permanent residents.
",2,"Magdy Adib Ishak-Hannah, whose personal wealth is 45m, said he was in the minority of permanent residents.
",1
"The multimillion-pound wrecks are evidence of a property culture in which the worlds richest people see British property as investments.
",2,"The multimillion-pound ruins are evidence of a property culture in which the worlds richest people see British property as investments.
",1
"Nevertheless, the talk on the avenue is about building 5m apartments, instead of 50m mansions, in an effort to draw people back.
",2,"Nevertheless, the talk on the avenue is about building 5m apartments, instead of 50m mansions, in an effort to bring people back.
",1
"I just picked it up, Louise Haggerty, a 56-year-old hairdresser and waitress, said of her 1am trip to the Black Friday sales.
",2,"I just picked it up, Louise Haggerty, a 56-year-old hairdresser and waitress, said at the end of her trip to the Black Friday sales at one oclock in the morning.
",1
"One of those lads was Andy Blackett, 30, an estate agent, who had two trolleys full of bargains.
",2,"One of those lads was Andy Blackett, 30, who had two trolleys full of bargains.
",1
"Someone snatched my telly from me  its cos Im the smaller one.
",2,"Someone snatched my telly from me  its because Im the smaller one.
",1
"Blackett, Fischer and some mates had driven to Sainsburys at 12.45am after retreating from the bedlam of Tescos 24-hour Lea Valley supermarket, where the Black Friday sale started at midnight.
",2,"Blackett, Fischer and some friends had driven to Sainsburys at 12.45am after leaving the bedlam of a Tesco 24-hour supermarket, where the Black Friday sale started at midnight.
",1
"Greater Manchester Police said at least two people had been arrested at Black Friday sales events already that morning.
",2,"Meanwhile, Manchester Police said that at least two people had been arrested at Black Friday sales events.
",1
